household_id,district,latitude,longitude,distribution_date,household_size,baseline_fuel_kg_person_week,distance_to_market_km,elevation_m,usage_month_1,usage_month_2,usage_month_3,usage_month_4,usage_month_5,usage_month_6,market_climb_index,dist_month,is_rainy_season,relative_remoteness,weekly_baseline_hh,avg_weekly_usage,pct_reduction,low_adoption
HH-00429,Musanze,-1.522144,29.616585,2024-06-04,7.0,8.6,2.4,2003,33.1,25.3,25.0,,29.7,21.2,4.8072,6,0,0.06774942132180099,60.199999999999996,26.860000000000003,0.5538205980066444,0
HH-07195,Rulindo,-1.743458,29.956483,2023-07-23,3.0,6.2,5.9,1666,10.4,8.3,8.4,9.7,10.4,7.6,9.8294,7,0,0.00987393906812775,18.6,9.133333333333333,0.5089605734767025,0
HH-05499,Burera,-1.428275,29.704925,2024-03-20,7.0,5.6,5.7,1747,33.3,41.8,33.1,31.5,33.9,33.8,9.9579,3,1,0.019033787515282872,39.199999999999996,34.56666666666666,0.11819727891156463,1
HH-06269,Musanze,-1.532835,29.590767,2024-05-19,5.0,10.3,1.3,1657,,21.2,30.3,25.6,22.4,20.9,2.1541,5,1,0.06943999698712015,51.5,24.080000000000002,0.5324271844660193,0
HH-07246,Nyabihu,-1.588371,29.470641,2023-09-22,4.0,9.4,0.9,2471,32.6,34.9,36.3,39.4,29.1,29.4,2.2239,9,1,0.0644300136996695,37.6,33.61666666666667,0.10593971631205676,1
HH-01223,Musanze,-1.482339,29.624337,2023-07-27,2.0,8.7,1.7,1569,13.7,15.9,15.2,16.6,15.4,13.1,2.6673,7,0,0.046275773076179846,17.4,14.983333333333333,0.13888888888888887,1
HH-03542,Rulindo,-1.703198,30.018251,2023-04-02,6.0,8.5,10.2,1809,22.3,28.1,19.4,26.4,25.9,23.6,18.4518,4,1,0.06584360953898474,51.0,24.283333333333335,0.5238562091503267,0
HH-03485,Burera,-1.408236,29.717393,2023-02-14,5.0,10.7,1.1,1860,56.6,40.5,49.9,48.5,54.9,55.6,2.0460000000000003,2,0,0.04129430200740772,53.5,51.0,0.04672897196261682,1
HH-06860,Burera,-1.407465,29.711694,2023-03-25,5.0,11.7,9.7,1735,55.6,51.6,44.1,52.0,49.0,49.1,16.8295,3,1,0.038103252055865684,58.5,50.23333333333334,0.14131054131054116,1
HH-06940,Musanze,-1.465156,29.611544,2024-03-09,5.0,10.2,8.2,1804,18.9,24.7,20.1,19.6,24.0,,14.7928,3,1,0.029703781246924424,51.0,21.46,0.5792156862745098,0
HH-07482,Nyabihu,-1.560331,29.503407,2023-02-04,8.0,8.6,2.3,2592,33.7,26.2,27.7,31.2,28.8,22.9,5.9616,2,0,0.08929099122538635,68.8,28.41666666666667,0.5869670542635658,0
HH-06048,Burera,-1.449218,29.785231,2023-11-22,3.0,5.1,4.6,2022,16.1,16.2,12.9,11.0,13.2,13.5,9.301199999999998,11,1,0.09763361818402448,15.299999999999999,13.816666666666665,0.0969498910675382,1
HH-01622,Nyabihu,-1.625675,29.541913,2023-07-28,2.0,5.0,6.3,2163,4.6,4.3,4.9,5.2,4.6,4.1,13.6269,7,0,0.1448671828194024,10.0,4.616666666666667,0.5383333333333333,0
HH-07150,Burera,-1.428036,29.8485,2023-08-07,5.0,6.3,0.6,1932,26.8,28.3,,26.4,26.3,26.1,1.1592,8,0,0.16048334507671383,31.5,26.78,0.1498412698412698,1
HH-04109,Gakenke,-1.695254,29.86536,2023-06-25,4.0,7.5,0.5,1958,17.4,12.0,13.0,12.8,12.3,15.2,0.979,6,0,0.08436632712208728,30.0,13.783333333333333,0.5405555555555556,0
HH-06393,Rulindo,-1.70723,30.069005,2023-04-11,6.0,9.9,4.5,1893,30.8,22.7,28.4,32.3,26.7,30.7,8.5185,4,1,0.11210015816563035,59.400000000000006,28.599999999999998,0.5185185185185186,0
HH-01097,Musanze,-1.484697,29.560368,2024-06-01,2.0,6.3,16.5,2022,11.4,10.4,12.1,12.3,10.7,13.5,33.363,6,0,0.029862423780495927,12.6,11.733333333333334,0.06878306878306868,1
HH-02716,Musanze,-1.496121,29.595034,2023-05-22,6.0,5.7,3.2,1847,15.8,21.1,17.1,14.7,14.9,,5.9104,5,1,0.03474562062231599,34.2,16.720000000000002,0.5111111111111111,0
HH-02073,Nyabihu,-1.584125,29.549556,2023-08-04,4.0,11.5,3.8,2301,26.6,17.1,23.7,19.9,17.0,19.1,8.7438,8,0,0.1380109041954593,46.0,20.566666666666666,0.5528985507246377,0
HH-07861,Nyabihu,-1.643086,29.489557,2024-01-17,3.0,11.4,5.8,2354,17.7,14.9,17.6,14.0,17.7,19.0,13.6532,1,0,0.11416214393467894,34.2,16.816666666666666,0.5082846003898636,0
HH-05511,Nyabihu,-1.56812,29.530704,2023-10-01,5.0,11.6,7.2,2403,50.5,49.3,56.9,55.2,47.2,45.8,17.3016,10,1,0.11703428848390873,58.0,50.81666666666666,0.12385057471264374,1
HH-04202,Nyabihu,-1.58548,29.504325,2024-06-12,7.0,7.1,1.1,2445,26.6,22.8,22.0,27.4,27.0,26.5,2.6895000000000002,6,0,0.09444325196541171,49.699999999999996,25.383333333333336,0.4892689470154258,0
HH-07796,Nyabihu,-1.557093,29.483088,2023-06-21,5.0,10.5,3.3,2158,46.9,51.4,50.0,42.3,45.1,45.6,7.1213999999999995,6,0,0.06892303109643962,52.5,46.88333333333333,0.10698412698412699,1
HH-06755,Nyabihu,-1.624796,29.546519,2023-03-09,5.0,12.0,14.1,2676,47.8,47.2,61.0,51.2,51.1,,37.7316,3,1,0.14854359355018318,60.0,51.660000000000004,0.13899999999999993,1
HH-02589,Musanze,-1.478221,29.624822,2024-03-08,6.0,7.5,8.7,2012,36.1,39.3,35.5,44.2,35.5,45.4,17.5044,3,1,0.045260760570488466,45.0,39.333333333333336,0.12592592592592589,1
HH-01789,Nyabihu,-1.596169,29.530313,2024-03-19,4.0,7.3,9.2,2287,13.3,,16.8,16.2,15.1,11.8,21.040399999999998,3,1,0.12246003426760026,29.2,14.64,0.4986301369863013,0
HH-05809,Burera,-1.41163,29.795279,2023-09-30,6.0,8.9,1.7,2098,21.8,29.5,23.9,,23.1,21.5,3.5665999999999998,9,1,0.1100735663153269,53.400000000000006,23.959999999999997,0.551310861423221,0
HH-03950,Musanze,-1.453523,29.640238,2023-05-28,4.0,6.7,2.8,1854,21.7,22.6,24.0,24.3,24.3,24.4,5.1912,5,1,0.0593011489765443,26.8,23.549999999999997,0.12126865671641804,1
HH-00529,Nyabihu,-1.599893,29.515895,2023-09-27,5.0,5.6,3.7,2194,23.7,26.1,22.0,26.5,27.9,24.6,8.1178,9,1,0.1102634742920553,28.0,25.13333333333333,0.10238095238095253,1
HH-04072,Rulindo,-1.745821,30.057715,2023-07-05,2.0,7.3,2.4,1627,7.8,6.4,7.4,5.3,7.1,5.4,3.9048,7,0,0.09816308229848955,14.6,6.566666666666666,0.5502283105022832,0
HH-00193,Gakenke,-1.678226,29.830641,2023-04-23,6.0,6.8,3.5,2088,32.5,37.5,,41.3,36.6,44.5,7.308,4,1,0.04680407743572912,40.8,38.480000000000004,0.056862745098039055,1
HH-04511,Nyabihu,-1.644588,29.460574,2023-08-20,5.0,8.0,7.9,2370,34.5,38.9,35.9,39.9,32.3,39.7,18.723000000000003,8,0,0.09880609554772461,40.0,36.86666666666667,0.07833333333333332,1
HH-01127,Nyabihu,-1.584447,29.54847,2023-06-03,3.0,8.0,1.6,2449,19.8,20.7,19.6,21.8,23.2,24.6,3.9184,6,0,0.13700898452298882,24.0,21.61666666666667,0.09930555555555538,1
HH-03468,Rulindo,-1.74945,29.968042,2023-03-09,3.0,6.6,5.9,1619,18.0,19.9,18.4,18.2,16.7,16.9,9.552100000000001,3,1,0.0170272227184454,19.799999999999997,18.016666666666666,0.09006734006733999,1
HH-03686,Burera,-1.407593,29.77823,2024-05-29,2.0,10.9,2.2,1933,21.1,18.6,18.5,18.2,17.7,20.1,4.2526,5,1,0.09478673389545052,21.8,19.033333333333335,0.12691131498470942,1
HH-06382,Burera,-1.429466,29.809693,2023-06-19,6.0,13.4,0.9,1814,65.8,68.1,64.5,77.4,63.8,72.1,1.6326,6,0,0.1216628844505751,80.4,68.61666666666666,0.1465588723051411,1
HH-00305,Rulindo,-1.74755,30.025559,2023-10-09,5.0,6.4,1.3,1711,15.3,19.2,11.8,16.9,13.6,12.4,2.2243000000000004,10,1,0.06665699496343142,32.0,14.866666666666667,0.5354166666666667,0
HH-03553,Burera,-1.43681,29.758104,2024-02-04,6.0,6.9,1.0,2071,36.8,44.9,33.7,39.8,37.0,32.0,2.071,2,0,0.06980950094150432,41.400000000000006,37.36666666666667,0.09742351046698884,1
HH-01293,Burera,-1.468696,29.715579,2023-01-08,4.0,6.3,6.1,1808,24.2,25.4,17.8,27.4,22.3,27.5,11.0288,1,0,0.04141181245243974,25.2,24.099999999999994,0.04365079365079385,1
HH-00071,Rulindo,-1.765482,29.965972,2023-07-23,6.0,10.1,1.6,1690,27.8,25.5,22.4,23.6,29.3,27.6,2.704,7,0,0.03168529570779525,60.599999999999994,26.03333333333333,0.5704070407040704,0
HH-03556,Burera,-1.451509,29.838632,2023-11-09,4.0,10.8,3.6,1774,23.6,20.4,22.6,21.8,19.8,18.9,6.3864,11,1,0.15098129869049706,43.2,21.183333333333334,0.5096450617283951,0
HH-04576,Musanze,-1.495274,29.551101,2024-03-09,6.0,11.2,4.3,1747,29.8,29.1,37.9,32.9,23.5,33.3,7.5121,3,1,0.04389100320773437,67.19999999999999,31.083333333333332,0.5374503968253969,0
HH-02688,Musanze,-1.465036,29.599521,2023-02-27,4.0,11.3,3.4,1723,21.1,21.4,18.8,24.9,21.8,20.3,5.8582,2,0,0.017689282619712296,45.2,21.38333333333333,0.5269174041297936,0
HH-07152,Nyabihu,-1.601871,29.509054,2023-04-13,6.0,12.1,2.8,2427,64.1,57.5,72.0,59.2,68.5,63.0,6.795599999999999,4,1,0.10481005042525608,72.6,64.05,0.11776859504132228,1
HH-03652,Musanze,-1.482064,29.608036,2023-04-04,4.0,8.0,5.9,1749,15.3,14.1,13.9,17.8,14.3,11.4,10.3191,4,1,0.031818800171552704,32.0,14.466666666666667,0.5479166666666666,0
HH-00832,Musanze,-1.468667,29.605954,2024-06-12,4.0,6.4,3.5,1821,23.4,24.8,21.9,26.5,18.7,24.1,6.3735,6,0,0.024544014328291043,25.6,23.233333333333334,0.09244791666666669,1
HH-05021,Rulindo,-1.787614,30.098638,2023-09-30,3.0,8.9,3.1,1820,14.4,13.0,15.7,12.9,11.8,,5.642,9,1,0.1483153858045333,26.700000000000003,13.559999999999999,0.49213483146067427,0
HH-01457,Rulindo,-1.74755,30.025559,2023-01-13,3.0,5.9,6.4,1499,14.7,16.0,17.5,13.8,13.2,14.5,9.5936,1,0,0.06665699496343142,17.700000000000003,14.950000000000001,0.15536723163841815,1
HH-04014,Nyabihu,-1.567222,29.485209,2023-12-29,6.0,9.9,4.4,2324,54.0,55.9,56.3,51.6,53.7,46.8,10.2256,12,1,0.0717248888056793,59.400000000000006,53.050000000000004,0.10690235690235692,1
HH-04900,Gakenke,-1.692892,29.797699,2024-03-26,5.0,9.4,12.1,1763,41.7,45.3,45.9,43.5,40.3,40.9,21.332299999999996,3,1,0.024800432476454394,47.0,42.93333333333333,0.08652482269503553,1
HH-00239,Burera,-1.490034,29.762849,2023-08-28,5.0,11.1,2.7,1855,32.2,27.7,23.7,32.6,30.1,23.3,5.008500000000001,8,0,0.09117803985146491,55.5,28.26666666666667,0.49069069069069066,0
HH-00093,Rulindo,-1.72944,29.978621,2024-02-20,2.0,5.4,1.9,1725,5.4,5.7,4.6,4.2,5.3,3.7,3.2775,2,0,0.019030024714203425,10.8,4.816666666666667,0.5540123456790124,0
HH-02978,Nyabihu,-1.59898,29.499671,2023-09-14,3.0,10.8,8.2,2427,33.9,27.3,23.5,,28.5,31.4,19.9014,9,1,0.0950973137376214,32.400000000000006,28.919999999999998,0.10740740740740762,1
HH-03464,Burera,-1.409674,29.729957,2024-02-17,3.0,13.0,1.1,1864,29.7,32.4,38.6,36.9,42.0,34.3,2.0504000000000002,2,0,0.05011940284500595,39.0,35.65,0.08589743589743594,1
HH-03938,Nyabihu,-1.64971,29.533252,2023-04-29,4.0,7.8,3.4,2719,19.0,16.3,16.4,14.6,15.5,13.7,9.2446,4,1,0.15069937358670787,31.2,15.916666666666666,0.48985042735042733,0
HH-07766,Burera,-1.407023,29.749011,2023-10-14,3.0,7.6,2.7,1513,20.4,19.6,19.4,20.8,18.3,21.5,4.0851,10,1,0.0679508016240764,22.799999999999997,20.0,0.12280701754385955,1
HH-04152,Nyabihu,-1.570464,29.453252,2023-12-19,4.0,6.8,2.0,2310,20.9,26.5,25.1,27.7,24.4,20.2,4.62,12,1,0.04122494662211856,27.2,24.13333333333333,0.11274509803921581,1
HH-06760,Musanze,-1.519331,29.570288,2024-05-24,6.0,8.4,1.4,2058,22.8,27.3,21.7,18.1,21.2,18.9,2.8811999999999998,5,1,0.05656017723715724,50.400000000000006,21.666666666666668,0.5701058201058201,0
HH-03411,Musanze,-1.462321,29.672652,2024-03-07,7.0,7.3,2.8,1799,28.0,24.2,24.4,26.1,27.7,22.7,5.0371999999999995,3,1,0.0908029587990528,51.1,25.516666666666662,0.5006523157208089,0
HH-04225,Burera,-1.493516,29.822042,2023-09-12,5.0,5.6,0.6,1907,24.3,20.5,22.3,26.1,25.7,22.9,1.1441999999999999,9,1,0.1449851606937421,28.0,23.63333333333333,0.1559523809523811,1
HH-06783,Burera,-1.471654,29.787815,2023-04-28,4.0,11.0,9.8,1878,44.6,,48.0,44.2,38.7,41.9,18.4044,4,1,0.10520143666009517,44.0,43.480000000000004,0.011818181818181728,1
HH-01002,Burera,-1.404107,29.731567,2023-02-09,5.0,10.0,11.3,1784,52.2,46.1,37.8,50.4,,45.9,20.159200000000002,2,0,0.054680325993646965,50.0,46.480000000000004,0.07039999999999992,1
HH-04142,Nyabihu,-1.597242,29.528377,2023-01-01,4.0,6.8,2.7,2590,27.9,25.3,26.7,26.8,29.0,22.9,6.993,1,0,0.1209748834869915,27.2,26.433333333333334,0.028186274509803887,1
HH-07666,Musanze,-1.48026,29.603606,2023-05-27,3.0,8.5,2.1,1651,15.5,13.0,14.3,9.7,13.5,9.1,3.4671000000000003,5,1,0.027168755551551103,25.5,12.516666666666666,0.5091503267973857,0
HH-02378,Rulindo,-1.707969,30.075607,2023-09-19,7.0,9.2,1.3,1770,38.4,26.0,27.3,27.8,31.3,34.2,2.301,9,1,0.11835045747805129,64.39999999999999,30.833333333333332,0.5212215320910973,0
HH-05273,Musanze,-1.545825,29.660288,2024-05-22,5.0,10.6,2.9,2079,23.6,27.9,,21.6,26.2,19.3,6.029100000000001,5,1,0.11336171421052363,53.0,23.72,0.5524528301886793,0
HH-04996,Gakenke,-1.728584,29.887055,2023-07-28,4.0,8.1,1.0,1888,32.2,27.3,28.2,31.3,27.0,34.5,1.888,7,0,0.11732458179528779,32.4,30.083333333333332,0.07150205761316872,1
HH-06600,Burera,-1.413033,29.70839,2023-08-27,4.0,8.6,8.7,1991,35.7,27.6,36.4,28.1,32.1,32.8,17.3217,8,0,0.031690125595605065,34.4,32.11666666666667,0.06637596899224801,1
HH-06847,Musanze,-1.542814,29.665147,2023-04-07,4.0,6.5,2.4,1715,9.8,11.4,11.4,10.3,12.6,15.2,4.116,4,1,0.11468538108950023,26.0,11.783333333333333,0.5467948717948719,0
HH-01533,Rulindo,-1.738278,30.029679,2023-09-17,4.0,7.2,4.4,1654,12.3,,11.7,14.6,14.6,13.3,7.2776000000000005,9,1,0.06956381034936208,28.8,13.3,0.5381944444444444,0
HH-02411,Rulindo,5.050258,30.011098,2023-11-01,5.0,9.9,4.5,1639,18.8,22.9,25.3,20.6,23.0,16.5,7.3755,11,1,6.784770445760619,49.5,21.183333333333334,0.572053872053872,0
HH-04864,Musanze,-1.501205,29.67736,2023-05-13,4.0,9.1,7.7,1867,15.7,16.0,21.8,18.2,19.1,16.8,14.3759,5,1,0.10249915165035624,36.4,17.933333333333334,0.5073260073260073,0
HH-00412,Gakenke,-1.64876,29.837976,2023-06-28,6.0,10.8,1.2,1899,56.5,,58.6,56.5,69.8,52.4,2.2788,6,0,0.0585645410245715,64.80000000000001,58.75999999999999,0.09320987654321018,1
HH-03594,Burera,-1.437415,29.719291,2024-03-01,7.0,6.1,1.6,1821,34.9,29.8,33.7,44.0,36.9,46.4,2.9136,3,1,0.03099293672483248,42.699999999999996,37.61666666666667,0.11904761904761894,1
HH-07673,Gakenke,-1.623071,29.842954,2023-09-29,4.0,7.3,11.4,2143,26.0,29.5,28.8,29.3,29.8,30.0,24.4302,9,1,0.0764621553844136,29.2,28.900000000000002,0.010273972602739628,1
HH-07576,Nyabihu,-1.60471,29.4911,2023-06-08,5.0,11.3,2.7,2432,41.9,54.6,61.7,42.8,56.9,48.4,6.566400000000001,6,0,0.09033844588624816,56.5,51.04999999999999,0.09646017699115061,1
HH-02806,Gakenke,-1.627082,29.806777,2024-04-10,3.0,14.2,1.6,1836,23.1,26.5,,25.5,24.9,21.9,2.9376,4,1,0.05030435765194199,42.599999999999994,24.380000000000003,0.4276995305164318,0
HH-07391,Burera,-1.427382,29.715612,2023-05-05,4.0,11.9,5.6,2042,28.4,27.8,24.0,24.2,23.3,26.8,11.435199999999998,5,1,0.02914138580335768,47.6,25.75,0.4590336134453782,0
HH-07852,Rulindo,-1.770647,29.96006,2024-05-28,5.0,9.1,14.2,1827,,22.8,17.7,19.0,17.8,19.0,25.943399999999997,5,1,0.03632564938442048,45.5,19.259999999999998,0.5767032967032968,0
HH-03083,Nyabihu,-1.598498,29.469417,2024-03-08,5.0,8.6,5.4,2469,37.7,45.6,36.9,35.1,43.3,32.7,13.3326,3,1,0.06888501604630831,43.0,38.550000000000004,0.10348837209302315,1
HH-05902,Burera,-1.442951,29.849998,2023-08-28,4.0,8.2,6.2,1971,,26.8,27.8,29.7,28.3,24.7,12.2202,8,0,0.1617901978602988,32.8,27.459999999999997,0.1628048780487805,1
HH-01737,Musanze,-1.46252,29.648208,2023-07-18,5.0,10.3,2.2,2123,27.0,22.7,26.8,28.7,24.0,20.2,4.670600000000001,7,0,0.06635982103822977,51.5,24.899999999999995,0.5165048543689321,0
HH-06792,Musanze,-1.457673,29.649442,2024-05-20,5.0,4.7,1.2,1574,11.7,10.6,9.3,8.4,9.7,10.0,1.8888,5,1,0.06787058985337321,23.5,9.950000000000001,0.5765957446808511,0
HH-05031,Musanze,-1.502843,29.638059,2023-06-26,5.0,6.2,15.3,1754,13.5,17.1,14.7,10.7,11.8,12.9,26.8362,6,0,0.06833108903731659,31.0,13.450000000000001,0.5661290322580644,0
HH-07302,Musanze,-1.48716,29.619044,2023-07-23,2.0,13.0,4.1,1710,23.1,23.2,22.9,,23.6,23.8,7.010999999999999,7,0,0.043820290618451274,26.0,23.319999999999997,0.1030769230769232,1
HH-06337,Nyabihu,-1.60917,29.462258,2024-04-30,4.0,8.3,2.3,2577,26.7,28.8,25.8,32.7,26.8,28.1,5.927099999999999,4,1,0.07069135267654614,33.2,28.150000000000002,0.15210843373493976,1
HH-06455,Gakenke,-1.622561,29.800874,2023-11-06,6.0,8.6,4.9,2003,30.4,28.3,19.6,22.9,21.0,20.5,9.814700000000002,11,1,0.052215659308446565,51.599999999999994,23.783333333333335,0.5390826873385012,0
HH-03401,Nyabihu,-1.630405,29.545961,2024-05-05,4.0,12.2,0.5,2486,24.2,24.7,23.4,24.0,20.4,,1.243,5,1,0.15068434850586074,48.8,23.339999999999996,0.5217213114754099,0
HH-00634,Burera,-1.438663,29.751685,2023-11-16,6.0,8.3,3.1,1707,30.1,,28.6,20.2,17.9,19.1,5.2917000000000005,11,1,0.06339663389943483,49.800000000000004,23.18,0.5345381526104418,0
HH-03022,Musanze,-1.483594,29.68172,2024-02-02,4.0,10.5,3.7,1778,39.0,37.7,,31.6,35.1,40.2,6.578600000000001,2,0,0.10176640077040063,42.0,36.720000000000006,0.12571428571428558,1
HH-00499,Gakenke,-1.6727655000000001,29.830696500000002,2023-01-04,1.0,9.8,8.6,1979,7.8,8.6,8.5,7.4,8.0,7.6,17.0194,1,0,0.04645676790632261,9.8,7.983333333333333,0.18537414965986398,1
HH-04824,Musanze,-1.520003,29.661269,2024-01-24,4.0,9.3,2.5,1739,27.6,35.0,,31.9,35.0,33.7,4.3475,1,0,0.09718573277542132,37.2,32.64,0.12258064516129037,1
HH-02464,Burera,-1.482203,29.733464,2024-02-29,3.0,8.0,7.1,2056,10.9,9.2,9.6,11.3,11.0,14.1,14.5976,2,0,0.06351953570622297,24.0,11.016666666666666,0.5409722222222223,0
HH-04509,Burera,-1.431671,29.79665,2024-03-23,6.0,9.8,1.9,1864,29.6,30.5,32.2,22.3,21.7,30.8,3.5416,3,1,0.10851051407275594,58.800000000000004,27.850000000000005,0.5263605442176871,0
HH-00638,Musanze,-1.504531,29.614301,2023-07-14,5.0,9.7,4.7,1839,27.1,22.6,19.0,20.7,23.9,23.4,8.6433,7,0,0.05193754681688725,48.5,22.783333333333335,0.5302405498281787,0
HH-00721,Gakenke,-1.634522,29.775775,2024-02-15,6.0,11.3,9.5,2173,29.3,30.5,27.5,,38.8,33.5,20.6435,2,0,0.03847981335668789,67.80000000000001,31.919999999999998,0.5292035398230089,0
HH-00289,Musanze,-1.542391,29.64054,2023-11-30,4.0,11.8,6.2,1902,44.1,38.0,32.5,37.6,37.2,40.3,11.7924,11,1,0.09794399365339516,47.2,38.28333333333333,0.18891242937853117,1
HH-00758,Burera,-1.418626,29.847057,2024-01-19,1.0,0.1,3.3,1567,5.7,6.4,6.3,5.8,5.3,4.7,5.171099999999999,1,0,0.15988138031421878,0.1,5.7,-56.0,1
HH-04691,Musanze,-1.503326,29.628325,2023-01-02,4.0,10.4,5.3,1817,19.6,16.1,18.1,18.6,16.2,16.1,9.630099999999999,1,0,0.060890642105417114,41.6,17.450000000000003,0.5805288461538461,0
HH-04560,Gakenke,-1.613302,29.814755,2023-07-10,3.0,11.7,11.8,2122,29.5,32.8,29.0,30.0,32.5,31.6,25.0396,7,0,0.06620515990032128,35.099999999999994,30.900000000000002,0.11965811965811946,1
HH-03090,Musanze,-1.533932,29.66014,2024-02-23,5.0,9.1,1.0,1699,19.6,23.2,19.6,18.7,22.0,22.9,1.699,2,0,0.10498610361180559,45.5,21.0,0.5384615384615384,0
HH-04685,Rulindo,-1.726098,30.078721,2024-05-13,3.0,5.5,2.1,1568,8.0,8.0,8.4,8.6,,9.1,3.2928,5,1,0.11877824975568828,16.5,8.42,0.4896969696969697,0
HH-05462,Musanze,-1.495153,29.56163,2023-08-31,5.0,8.6,0.8,2004,30.5,36.0,40.5,36.1,32.9,,1.6032000000000002,8,0,0.03717407378450015,43.0,35.2,0.18139534883720923,1
HH-05554,Burera,-1.493925,29.750875,2024-04-24,5.0,14.2,4.1,1859,22.0,,21.2,21.6,22.8,23.3,7.621899999999999,4,1,0.08423253986599734,71.0,22.18,0.6876056338028169,0
HH-00450,Nyabihu,-1.568514,29.476819,2025-06-15,5.0,5.7,2.4,2578,11.7,12.1,10.4,10.6,10.7,13.1,6.1872,6,0,0.06363879899442047,28.5,11.433333333333332,0.5988304093567253,0
HH-00597,Rulindo,-1.715752,29.951355,2023-03-17,2.0,6.5,1.8,1734,,5.7,7.7,6.4,7.0,5.5,3.1212,3,1,0.02058060812370987,13.0,6.459999999999999,0.5030769230769232,0
HH-03602,Burera,-1.407942,29.797866,2023-09-20,4.0,6.1,2.5,1932,18.8,23.4,21.8,21.4,19.0,21.3,4.83,9,1,0.11349499291578721,24.4,20.95,0.1413934426229508,1
HH-01069,Musanze,-1.516279,29.571805,2023-12-31,8.0,8.2,8.9,1743,34.8,,25.3,32.6,29.3,35.5,15.512700000000002,12,1,0.053269249995804846,65.6,31.5,0.5198170731707317,0
HH-01943,Rulindo,-1.731575,30.039749,2023-04-22,6.0,10.2,3.1,1672,32.5,33.4,24.4,23.9,25.4,22.9,5.1832,4,1,0.0795686414720114,61.199999999999996,27.08333333333334,0.5574618736383442,0
HH-01648,Rulindo,-1.777335,29.963925,2023-03-16,3.0,8.9,6.7,1559,26.7,19.5,27.8,22.6,24.3,27.6,10.4453,3,1,0.04317186724838363,26.700000000000003,24.75,0.07303370786516863,1
HH-03972,Burera,-1.499095,29.754266,2023-07-09,5.0,10.8,4.1,1713,31.0,24.6,25.4,22.7,21.0,21.9,7.0233,7,0,0.09022619100438496,54.0,24.433333333333334,0.5475308641975308,0
HH-05272,Nyabihu,-1.623875,29.485693,2023-05-31,3.0,9.4,0.8,2573,21.9,22.5,20.1,22.8,25.3,26.0,2.0584000000000002,5,1,0.09767579362121626,28.200000000000003,23.099999999999998,0.18085106382978738,1
HH-02701,Burera,-1.411631,29.70574,2023-09-28,3.0,10.0,11.8,1939,27.1,27.0,21.1,25.6,26.7,25.0,22.880200000000002,9,1,0.03123273262329648,30.0,25.416666666666668,0.15277777777777773,1
HH-01701,Gakenke,-1.705304,29.853149,2024-06-19,2.0,,1.1,2075,10.7,11.0,8.5,7.9,9.2,10.6,2.2825,6,0,0.07650516107853714,,9.65,,0
HH-07970,Gakenke,-1.702899,29.751238,2023-09-10,6.0,7.5,8.0,1844,21.4,,21.6,17.8,18.2,21.3,14.752,9,1,0.04517339611559215,45.0,20.06,0.5542222222222223,0
HH-04756,Gakenke,-1.722709,29.895427,2023-07-02,4.0,13.0,2.1,2095,23.7,19.5,23.7,19.6,,21.4,4.399500000000001,7,0,0.12217582382862203,52.0,21.580000000000002,0.585,0
HH-04376,Burera,-1.412978,29.813139,2023-09-05,6.0,8.7,6.2,1897,24.2,31.0,26.2,21.4,27.9,17.8,11.7614,9,1,0.12723397218909188,52.199999999999996,24.750000000000004,0.5258620689655171,0
HH-02943,Musanze,-1.529678,29.669431,2023-03-04,4.0,10.5,0.7,1648,20.1,23.3,21.8,18.7,17.5,24.4,1.1536,3,1,0.10947955654057179,42.0,20.96666666666667,0.5007936507936508,0
HH-06685,Rulindo,-1.728204,30.051851,2024-04-02,4.0,8.3,5.4,1732,12.6,18.8,17.4,18.8,17.7,18.4,9.3528,4,1,0.0918272335582559,33.2,17.28333333333333,0.479417670682731,0
HH-06572,Nyabihu,-1.55,29.463184,2023-07-31,6.0,6.7,5.2,2447,32.5,32.9,35.5,38.9,29.7,37.1,12.724400000000001,7,0,0.04956783566872161,40.2,34.43333333333333,0.1434494195688227,1
HH-05744,Gakenke,-1.687339,29.785589,2023-09-11,7.0,9.3,4.2,2223,61.6,55.7,66.8,55.5,52.2,51.4,9.3366,9,1,0.015339955544700846,65.10000000000001,57.199999999999996,0.12135176651305701,1
HH-02124,Musanze,-1.492109,29.581582,2024-04-29,3.0,8.9,4.7,1727,23.4,22.3,21.3,26.0,22.9,25.3,8.116900000000001,4,1,0.028142309253887103,26.700000000000003,23.533333333333335,0.11860174781523099,1
HH-04148,Musanze,-1.477178,29.68186,2023-01-15,3.0,13.5,1.2,1994,41.6,33.2,35.2,31.9,40.4,35.0,2.3928,1,0,0.10086478653595737,40.5,36.21666666666667,0.10576131687242794,1
HH-00087,Rulindo,-1.777251,30.021343,2024-01-13,6.0,5.4,3.0,1819,14.8,12.6,16.1,,15.0,14.6,5.457,1,0,0.07468595193748634,32.400000000000006,14.62,0.5487654320987656,0
HH-02309,Nyabihu,-1.554602,29.538635,2024-06-02,4.0,9.8,9.7,2314,38.8,33.4,30.7,34.2,34.6,40.5,22.4458,6,0,0.12450004829533518,39.2,35.36666666666667,0.09778911564625856,1
HH-02678,Nyabihu,-1.573582,29.524119,2023-06-10,4.0,7.7,11.7,2213,17.8,15.5,15.1,16.0,13.1,14.6,25.8921,6,0,0.11114387503548512,30.8,15.35,0.5016233766233766,0
